athlete_full_name,athlete_url,sex,height,weight,NOC,NOC_code
Juan Ramon VIRGEN PULIDO,https://olympics.com/en/athletes/juan-ramon-virgen-pulido,Male,198 cm,85 kg,Mexico,MEX
Pablo HERRERA,https://olympics.com/en/athletes/pablo-herrera,Male,193 cm,88 kg,Spain,ESP
Rodolfo Lombardo ONTIVEROS GOMEZ,https://olympics.com/en/athletes/rodolfo-lombardo-ontiveros-gomez,Male,185 cm,82 kg,Mexico,MEX
Mariusz PRUDEL,https://olympics.com/en/athletes/mariusz-prudel,Male,191 cm,83 kg,Poland,POL
Ben SAXTON,https://olympics.com/en/athletes/ben-saxton-1,Male,201 cm,94 kg,Canada,CAN
Chaim SCHALK,https://olympics.com/en/athletes/chaim-schalk,Male,195 cm,88 kg,Canada,CAN
Josh BINSTOCK,https://olympics.com/en/athletes/josh-binstock,Male,196 cm,99 kg,Canada,CAN
Samuel SCHACHTER,https://olympics.com/en/athletes/samuel-schachter,Male,195 cm,80 kg,Canada,CAN
Markus BOCKERMANN,https://olympics.com/en/athletes/markus-bockermann,Male,192 cm,95 kg,Germany,GER
Lars FLUGGEN,https://olympics.com/en/athletes/lars-fluggen,Male,192 cm,83 kg,Germany,GER
Aleksandrs SAMOILOVS,https://olympics.com/en/athletes/aleksandrs-samoilovs,Male,195 cm,92 kg,Latvia,LAT
Choaib BELHAJ SALAH,https://olympics.com/en/athletes/choaib-belhaj-salah,Male,194 cm,86 kg,Tunisia,TUN
Mohamed Arafet NACEUR,https://olympics.com/en/athletes/mohamed-arafet-naceur,Male,190 cm,81 kg,Tunisia,TUN
Janis SMEDINS,https://olympics.com/en/athletes/janis-smedins,Male,190 cm,89 kg,Latvia,LAT
Casey PATTERSON,https://olympics.com/en/athletes/casey-patterson,Male,198 cm,89 kg,United States,USA
Beata MIKOLAJCZYK,https://olympics.com/en/athletes/beata-mikolajczyk,Female,170 cm,68 kg,Poland,POL
Gabriella SZABO,https://olympics.com/en/athletes/gabriella-szabo,Female,170 cm,62 kg,Hungary,HUN
Anastasiia TODOROVA,https://olympics.com/en/athletes/anastasiia-todorova,Female,164 cm,46 kg,Bulgaria,BUL
Inna HRYSHCHUN,https://olympics.com/en/athletes/inna-hryshchun,Female,172 cm,72 kg,Ukraine,UKR
Amalie THOMSEN,https://olympics.com/en/athletes/amalie-thomsen,Female,166 cm,60 kg,Denmark,DEN
Ida VILLUMSEN,https://olympics.com/en/athletes/ida-villumsen,Female,176 cm,70 kg,Denmark,DEN
Irina PODOINIKOVA,https://olympics.com/en/athletes/irina-podoinikova,Female,163 cm,50 kg,Australia,AUS
Genevieve ORTON,https://olympics.com/en/athletes/genevieve-orton,Female,170 cm,62 kg,Canada,CAN
Wenjun REN,https://olympics.com/en/athletes/wenjun-ren,Female,175 cm,67 kg,People's Republic of China,CHN
Lani BELCHER,https://olympics.com/en/athletes/lani-belcher,Female,169 cm,65 kg,Great Britain,GBR
Kc FRASER,https://olympics.com/en/athletes/kc-fraser,,,,,
Angela HANNAH,https://olympics.com/en/athletes/angela-hannah,Female,174 cm,72 kg,Great Britain,GBR
Max RENDSCHMIDT,https://olympics.com/en/athletes/max-rendschmidt,Male,186 cm,90 kg,Germany,GER
Milenko ZORIC,https://olympics.com/en/athletes/milenko-zoric,Male,179 cm,73 kg,Serbia,SRB
Lachlan TAME,https://olympics.com/en/athletes/lachlan-tame,Male,176 cm,80 kg,Australia,AUS
Marcus GROSS,https://olympics.com/en/athletes/marcus-gross,Male,182 cm,85 kg,Germany,GER
Joao RIBEIRO,https://olympics.com/en/athletes/joao-ribeiro,Male,173 cm,65 kg,Brazil,BRA
Ricardas NEKRIOSIUS,https://olympics.com/en/athletes/ricardas-nekriosius,Male,184 cm,88 kg,Lithuania,LTU
Nicola RIPAMONTI,https://olympics.com/en/athletes/nicola-ripamonti,Male,178 cm,81 kg,Italy,ITA
Giulio DRESSINO,https://olympics.com/en/athletes/giulio-dressino,Male,183 cm,75 kg,Italy,ITA
Tibor HUFNAGEL,https://olympics.com/en/athletes/tibor-hufnagel,Male,175 cm,75 kg,Hungary,HUN
Benjamin CEINER,https://olympics.com/en/athletes/benjamin-ceiner,Male,197 cm,94 kg,Hungary,HUN
Juraj TARR,https://olympics.com/en/athletes/juraj-tarr,Male,190 cm,88 kg,Slovakia,SVK
Erik VLCEK,https://olympics.com/en/athletes/erik-vlcek,Male,189 cm,89 kg,Slovakia,SVK
Reinier TORRES,https://olympics.com/en/athletes/reinier-torres,Male,182 cm,85 kg,Cuba,CUB
Arnaud HYBOIS,https://olympics.com/en/athletes/arnaud-hybois,Male,180 cm,74 kg,France,FRA
Daniel HAVEL,https://olympics.com/en/athletes/daniel-havel,Male,178 cm,79 kg,Czechia,CZE
Cristian TORO,https://olympics.com/en/athletes/cristian-toro,Male,188 cm,90 kg,Spain,ESP
Jon SCHOFIELD,https://olympics.com/en/athletes/jon-schofield,Male,182 cm,80 kg,Great Britain,GBR
Jan STERBA,https://olympics.com/en/athletes/jan-sterba,Male,183 cm,85 kg,Czechia,CZE
Aurimas LANKAS,https://olympics.com/en/athletes/aurimas-lankas,Male,178 cm,89 kg,Lithuania,LTU
Edvinas RAMANAUSKAS,https://olympics.com/en/athletes/edvinas-ramanauskas,Male,184 cm,90 kg,Lithuania,LTU
Nebojsa GRUJIC,https://olympics.com/en/athletes/nebojsa-grujic,Male,181 cm,83 kg,Serbia,SRB
Sebastien JOUVE,https://olympics.com/en/athletes/sebastien-jouve,Male,190 cm,86 kg,France,FRA
Tom LIEBSCHER,https://olympics.com/en/athletes/tom-liebscher,Male,189 cm,89 kg,Germany,GER
Ryan COCHRANE,https://olympics.com/en/athletes/ryan-cochrane,Male,192 cm,80 kg,Canada,CAN
Hugues FOURNEL,https://olympics.com/en/athletes/hugues-fournel,Male,170 cm,73 kg,Canada,CAN
Daniel BOWKER,https://olympics.com/en/athletes/daniel-bowker,Male,191 cm,89 kg,Australia,AUS
Mauro CRENNA,https://olympics.com/en/athletes/mauro-crenna,Male,175 cm,78 kg,Italy,ITA
Andrey YERGUCHYOV,https://olympics.com/en/athletes/andrey-yerguchyov,Male,,,Russian Federation,RUS
Minkyu CHOI,https://olympics.com/en/athletes/minkyu-choi,Male,184 cm,75 kg,Republic of Korea,KOR
Gilvan BITENCOURT RIBEIRO,https://olympics.com/en/athletes/gilvan-bitencourt-ribeiro,Male,180 cm,83 kg,Brazil,BRA
Taras MISHCHUK,https://olympics.com/en/athletes/taras-mishchuk,Male,187 cm,85 kg,Ukraine,UKR
Jan VANDREY,https://olympics.com/en/athletes/jan-vandrey,Male,188 cm,88 kg,Germany,GER
Ilya PERVUKHIN,https://olympics.com/en/athletes/ilya-pervukhin,Male,183 cm,82 kg,Russian Federation,RUS
Erlon DE SOUZA SILVA,https://olympics.com/en/athletes/erlon-de-souza-silva,Male,175 cm,78 kg,Brazil,BRA
Robert MIKE,https://olympics.com/en/athletes/robert-mike,Male,176 cm,80 kg,Hungary,HUN
Serik MIRBEKOV,https://olympics.com/en/athletes/serik-mirbekov,Male,176 cm,83 kg,Uzbekistan,UZB
Filip DVORAK,https://olympics.com/en/athletes/filip-dvorak,Male,189 cm,89 kg,Czechia,CZE
Jaroslav RADON,https://olympics.com/en/athletes/jaroslav-radon,Male,185 cm,85 kg,Czechia,CZE
Michal KUDLA,https://olympics.com/en/athletes/michal-kudla,Male,188 cm,90 kg,Poland,POL
Pierre HOUIN,https://olympics.com/en/athletes/pierre-houin,Male,182 cm,74 kg,France,FRA
Jeremie AZOU,https://olympics.com/en/athletes/jeremie-azou,Male,178 cm,71 kg,France,FRA
Gary ODONOVAN,https://olympics.com/en/athletes/gary-odonovan,Male,173 cm,73 kg,Great Britain,GBR
James THOMPSON,https://olympics.com/en/athletes/james-thompson,Male,193 cm,79 kg,Great Britain,GBR
John SMITH,https://olympics.com/en/athletes/john-smith,Male,182 cm,82 kg,Australia,AUS
Josh KONIECZNY,https://olympics.com/en/athletes/josh-konieczny,Male,180 cm,75 kg,United States,USA
Andrew CAMPBELL JR,https://olympics.com/en/athletes/andrew-campbell-jr,Male,178 cm,70 kg,United States,USA
Milosz JANKOWSKI,https://olympics.com/en/athletes/milosz-jankowski,Male,193 cm,70 kg,Poland,POL
Will FLETCHER,https://olympics.com/en/athletes/will-fletcher,Male,173 cm,69 kg,Malawi,MAW
Marcello MIANI,https://olympics.com/en/athletes/marcello-miani,Male,183 cm,72 kg,Italy,ITA
Andrea MICHELETTI,https://olympics.com/en/athletes/andrea-micheletti,Male,187 cm,70 kg,Italy,ITA
Richard CHAMBERS,https://olympics.com/en/athletes/richard-chambers,Male,183 cm,74 kg,Great Britain,GBR
Moritz MOOS,https://olympics.com/en/athletes/moritz-moos,Male,176 cm,71 kg,Germany,GER
Mads RASMUSSEN,https://olympics.com/en/athletes/mads-rasmussen,Male,183 cm,75 kg,Denmark,DEN
Chunxin WANG,https://olympics.com/en/athletes/chunxin-wang,Male,180 cm,70 kg,People's Republic of China,CHN
Rasmus Nicholai Quist HANSEN,https://olympics.com/en/athletes/rasmus-nicholai-quist-hansen,Male,173 cm,72 kg,Denmark,DEN
Man SUN,https://olympics.com/en/athletes/man-sun-1,Male,175 cm,71 kg,Portugal,POR
Bernhard SIEBER,https://olympics.com/en/athletes/bernhard-sieber,Male,180 cm,72 kg,Austria,AUT
Paul SIEBER,https://olympics.com/en/athletes/paul-sieber,Male,177 cm,70 kg,Austria,AUT
Daniel WIEDERKEHR,https://olympics.com/en/athletes/daniel-wiederkehr,Male,183 cm,73 kg,Switzerland,SUI
Michael SCHMID,https://olympics.com/en/athletes/michael-schmid,Male,179 cm,73 kg,Switzerland,SUI
Willian GIARETTON,https://olympics.com/en/athletes/willian-giaretton,,,,,
Hiroshi NAKANO,https://olympics.com/en/athletes/hiroshi-nakano,Male,176 cm,72 kg,Japan,JPN
Xavier VELA MAGGI,https://olympics.com/en/athletes/xavier-vela-maggi,Male,178 cm,71 kg,Brazil,BRA
Cem YILMAZ,https://olympics.com/en/athletes/cem-yilmaz,Male,170 cm,67 kg,Türkiye,TUR
Huseyin KANDEMIR,https://olympics.com/en/athletes/huseyin-kandemir,Male,176 cm,70 kg,Türkiye,TUR
Hideki OMOTO,https://olympics.com/en/athletes/hideki-omoto,Male,179 cm,70 kg,Japan,JPN
Bernardo GUERRERO DIAZ,https://olympics.com/en/athletes/bernardo-guerrero-diaz,Male,190 cm,75 kg,Chile,CHI
Felipe CARDENAS MORALES,https://olympics.com/en/athletes/felipe-cardenas-morales,Male,183 cm,75 kg,Chile,CHI
Hin Chun CHIU,https://olympics.com/en/athletes/hin-chun-chiu,Male,176 cm,73 kg,"Hong Kong, China",HKG
Raul HERNANDEZ HIDALGO,https://olympics.com/en/athletes/raul-hernandez-hidalgo,Male,190 cm,71 kg,Cuba,CUB
Liosbel HERNANDEZ,https://olympics.com/en/athletes/liosbel-hernandez,Male,190 cm,70 kg,Cuba,CUB
Chiu Mang TANG,https://olympics.com/en/athletes/chiu-mang-tang,Male,180 cm,72 kg,"Hong Kong, China",HKG
Andre MATIAS,https://olympics.com/en/athletes/andre-matias,Male,180 cm,76 kg,Angola,ANG
Jean-Luc RASAMOELINA,https://olympics.com/en/athletes/jean-luc-rasamoelina,Male,180 cm,77 kg,Angola,ANG
Romano BATTISTI,https://olympics.com/en/athletes/romano-battisti,Male,190 cm,91 kg,Italy,ITA
Jonathan WALTON,https://olympics.com/en/athletes/jonathan-walton,Male,191 cm,93 kg,Great Britain,GBR
Francesco FOSSI,https://olympics.com/en/athletes/francesco-fossi,Male,199 cm,98 kg,Italy,ITA
David WATTS,https://olympics.com/en/athletes/david-watts,Male,191 cm,96 kg,Australia,AUS
Christopher MORGAN,https://olympics.com/en/athletes/christopher-morgan,Male,,,United States,USA
Andrija SLJUKIC,https://olympics.com/en/athletes/andrija-sljukic,Male,196 cm,92 kg,Serbia,SRB
Kristian VASILEV,https://olympics.com/en/athletes/kristian-vasilev,Male,197 cm,97 kg,Bulgaria,BUL
Marko MARJANOVIC,https://olympics.com/en/athletes/marko-marjanovic,Male,193 cm,93 kg,Serbia,SRB
Georgi BOZHILOV,https://olympics.com/en/athletes/georgi-bozhilov,Male,201 cm,107 kg,Bulgaria,BUL
Robert MANSON,https://olympics.com/en/athletes/robert-manson,Male,188 cm,89 kg,New Zealand,NZL
Chris HARRIS,https://olympics.com/en/athletes/chris-harris,Male,187 cm,89 kg,New Zealand,NZL
Boris YOTOV,https://olympics.com/en/athletes/boris-yotov,Male,193 cm,93 kg,Azerbaijan,AZE
Katherine GRAINGER,https://olympics.com/en/athletes/katherine-grainger,Female,183 cm,78 kg,Great Britain,GBR
Magdalena FULARCZYK-KOZLOWSKA,https://olympics.com/en/athletes/magdalena-fularczyk-kozlowska,Female,173 cm,70 kg,Poland,POL
Natalia MADAJ,https://olympics.com/en/athletes/natalia-madaj,Female,175 cm,68 kg,Poland,POL
Eduardo RUBIO RODRIGUEZ,https://olympics.com/en/athletes/eduardo-rubio-rodriguez,Male,187 cm,88 kg,Cuba,CUB
Adrian OQUENDO,https://olympics.com/en/athletes/adrian-oquendo,Male,189 cm,87 kg,Cuba,CUB
Aikaterini NIKOLAIDOU,https://olympics.com/en/athletes/aikaterini-nikolaidou,Female,180 cm,70 kg,Greece,GRE
Meghan OLEARY,https://olympics.com/en/athletes/meghan-oleary,Female,168 cm,67 kg,Canada,CAN
Sofia ASOUMANAKI,https://olympics.com/en/athletes/sofia-asoumanaki,Female,190 cm,85 kg,Greece,GRE
Marie-Catherine ARNOLD,https://olympics.com/en/athletes/marie-catherine-arnold,Female,175 cm,69 kg,Germany,GER
Ellen TOMEK,https://olympics.com/en/athletes/ellen-tomek,Female,178 cm,72 kg,United States,USA
Mareike ADAMS,https://olympics.com/en/athletes/mareike-adams,Female,174 cm,73 kg,Germany,GER
Tatsiana KUKHTA,https://olympics.com/en/athletes/tatsiana-kukhta,Female,185 cm,77 kg,Belarus,BLR
Yuliya BICHYK,https://olympics.com/en/athletes/yuliya-bichyk,Female,184 cm,84 kg,Belarus,BLR
Sally KEHOE,https://olympics.com/en/athletes/sally-kehoe,Female,172 cm,75 kg,Australia,AUS
Genevieve HORTON,https://olympics.com/en/athletes/genevieve-horton,Female,179 cm,72 kg,Australia,AUS
Yang LYU,https://olympics.com/en/athletes/yang-lyu,Male,,,People's Republic of China,CHN
Weiwei ZHU,https://olympics.com/en/athletes/weiwei-zhu,Female,180 cm,70 kg,People's Republic of China,CHN
Eve MACFARLANE,https://olympics.com/en/athletes/eve-macfarlane,Female,186 cm,75 kg,New Zealand,NZL
Zoe STEVENSON,https://olympics.com/en/athletes/zoe-stevenson,Female,183 cm,74 kg,New Zealand,NZL
Lisbet JAKOBSEN,https://olympics.com/en/athletes/lisbet-jakobsen,Female,179 cm,71 kg,Denmark,DEN
Maaike HEAD,https://olympics.com/en/athletes/maaike-head,Female,173 cm,59 kg,Netherlands,NED
Nina HOLLENSEN,https://olympics.com/en/athletes/nina-hollensen,Female,183 cm,72 kg,Denmark,DEN
Lindsay JENNERICH,https://olympics.com/en/athletes/lindsay-jennerich,Female,165 cm,59 kg,Canada,CAN
Wenyi HUANG,https://olympics.com/en/athletes/wenyi-huang,Female,178 cm,63 kg,People's Republic of China,CHN
Patricia OBEE,https://olympics.com/en/athletes/patricia-obee,Female,165 cm,60 kg,Canada,CAN
Feihong PAN,https://olympics.com/en/athletes/feihong-pan,Female,173 cm,57 kg,People's Republic of China,CHN
Sophie MACKENZIE,https://olympics.com/en/athletes/sophie-mackenzie,Female,172 cm,57 kg,New Zealand,NZL
Julia EDWARD,https://olympics.com/en/athletes/julia-edward,Female,166 cm,57 kg,New Zealand,NZL
Ursula GROBLER,https://olympics.com/en/athletes/ursula-grobler,Female,173 cm,60 kg,South Africa,RSA
Kirsten MCCANN,https://olympics.com/en/athletes/kirsten-mccann,Female,170 cm,57 kg,South Africa,RSA
Sinead LYNCH,https://olympics.com/en/athletes/sinead-lynch,Female,172 cm,57 kg,Ireland,IRL
Weronika DERESZ,https://olympics.com/en/athletes/weronika-deresz,Female,170 cm,57 kg,Poland,POL
Claire LAMBE,https://olympics.com/en/athletes/claire-lambe,Female,178 cm,57 kg,Ireland,IRL
Martyna MIKOLAJCZAK,https://olympics.com/en/athletes/martyna-mikolajczak,Female,176 cm,57 kg,Poland,POL
Anne Lolk THOMSEN,https://olympics.com/en/athletes/anne-lolk-thomsen,Female,175 cm,60 kg,Denmark,DEN
Juliane Elander RASMUSSEN,https://olympics.com/en/athletes/juliane-elander-rasmussen,Female,173 cm,61 kg,Denmark,DEN
Devery KARZ,https://olympics.com/en/athletes/devery-karz,Female,173 cm,59 kg,United States,USA
Kathleen BERTKO,https://olympics.com/en/athletes/kathleen-bertko,Female,175 cm,58 kg,United States,USA
Ronja STURM,https://olympics.com/en/athletes/ronja-sturm,Female,165 cm,55 kg,Germany,GER
Charlotte TAYLOR,https://olympics.com/en/athletes/charlotte-taylor,Female,165 cm,57 kg,Great Britain,GBR
Laura MILANI,https://olympics.com/en/athletes/laura-milani,Female,168 cm,57 kg,Italy,ITA
Vanessa COZZI,https://olympics.com/en/athletes/vanessa-cozzi,Female,170 cm,57 kg,Brazil,BRA
Fernanda FERREIRA,https://olympics.com/en/athletes/fernanda-ferreira-1,Female,163 cm,58 kg,Brazil,BRA
Katherine COPELAND,https://olympics.com/en/athletes/katherine-copeland,Female,172 cm,58 kg,Great Britain,GBR
Yuen Yin LEE,https://olympics.com/en/athletes/yuen-yin-lee,,,,,
Josefa VILA BETANCURT,https://olympics.com/en/athletes/josefa-vila-betancurt,Female,169 cm,60 kg,Chile,CHI
Licet HERNANDEZ,https://olympics.com/en/athletes/licet-hernandez,Female,168 cm,57 kg,Cuba,CUB
Melita ABRAHAM,https://olympics.com/en/athletes/melita-abraham,Female,156 cm,42 kg,Romania,ROU
Yislena HERNANDEZ,https://olympics.com/en/athletes/yislena-hernandez,Female,167 cm,57 kg,Cuba,CUB
Hamish BOND,https://olympics.com/en/athletes/hamish-bond,Male,189 cm,89 kg,New Zealand,NZL
Eric MURRAY,https://olympics.com/en/athletes/eric-murray,Male,195 cm,98 kg,New Zealand,NZL
Shaun KEELING,https://olympics.com/en/athletes/shaun-keeling,Male,196 cm,94 kg,South Africa,RSA
Lawrence BRITTAIN,https://olympics.com/en/athletes/lawrence-brittain,Male,187 cm,94 kg,South Africa,RSA
Giovanni ABAGNALE,https://olympics.com/en/athletes/giovanni-abagnale,Male,198 cm,90 kg,Italy,ITA
Marco DI COSTANZO,https://olympics.com/en/athletes/marco-di-costanzo,Male,184 cm,87 kg,Italy,ITA
Stewart INNES,https://olympics.com/en/athletes/stewart-innes,Male,197 cm,97 kg,Great Britain,GBR
Alan SINCLAIR,https://olympics.com/en/athletes/alan-sinclair,Male,192 cm,96 kg,Great Britain,GBR
Germain CHARDIN,https://olympics.com/en/athletes/germain-chardin,Male,195 cm,90 kg,France,FRA
Dorian MORTELETTE,https://olympics.com/en/athletes/dorian-mortelette,Male,195 cm,90 kg,France,FRA
Spencer TURRIN,https://olympics.com/en/athletes/spencer-turrin,Male,190 cm,92 kg,Australia,AUS
Mitchel STEENMAN,https://olympics.com/en/athletes/mitchel-steenman,Male,201 cm,94 kg,Netherlands,NED
Roel BRAAS,https://olympics.com/en/athletes/roel-braas,Male,200 cm,100 kg,Netherlands,NED
Lukas HELESIC,https://olympics.com/en/athletes/lukas-helesic,Male,189 cm,89 kg,Czechia,CZE
Alexander LLOYD,https://olympics.com/en/athletes/alexander-lloyd,Male,194 cm,88 kg,Australia,AUS
Adrian JUHASZ,https://olympics.com/en/athletes/adrian-juhasz,Male,188 cm,89 kg,Hungary,HUN
Nenad BEDIK,https://olympics.com/en/athletes/nenad-bedik,Male,202 cm,96 kg,Serbia,SRB
Anders WEISS,https://olympics.com/en/athletes/anders-weiss,Male,196 cm,93 kg,United States,USA
Nareg GUREGIAN,https://olympics.com/en/athletes/nareg-guregian,Male,196 cm,98 kg,United States,USA
Bela SIMON,https://olympics.com/en/athletes/bela-simon,Male,191 cm,93 kg,Hungary,HUN
Cristi-Ilie PIRGHIE,https://olympics.com/en/athletes/cristi-ilie-pirghie,Male,202 cm,108 kg,Romania,ROU
George PALAMARIU,https://olympics.com/en/athletes/george-palamariu,Male,197 cm,106 kg,Romania,ROU
Alexander SIGURBJORNSSON,https://olympics.com/en/athletes/alexander-sigurbjornsson,Male,180 cm,80 kg,Spain,ESP
Pau VELA MAGGI,https://olympics.com/en/athletes/pau-vela-maggi,Male,190 cm,86 kg,Spain,ESP
Heather STANNING,https://olympics.com/en/athletes/heather-stanning,Female,181 cm,72 kg,Great Britain,GBR
Genevieve BEHRENT,https://olympics.com/en/athletes/genevieve-behrent,Female,183 cm,73 kg,New Zealand,NZL
Rebecca SCOWN,https://olympics.com/en/athletes/rebecca-scown,Female,178 cm,70 kg,New Zealand,NZL
Anne ANDERSEN,https://olympics.com/en/athletes/anne-andersen,Female,168 cm,56 kg,Norway,NOR
Grace LUCZAK,https://olympics.com/en/athletes/grace-luczak,Female,191 cm,77 kg,United States,USA
Lee-Ann PERSSE,https://olympics.com/en/athletes/lee-ann-persse,Female,181 cm,74 kg,South Africa,RSA
Felice MUELLER,https://olympics.com/en/athletes/felice-mueller,Female,185 cm,73 kg,United States,USA
Kate CHRISTOWITZ,https://olympics.com/en/athletes/kate-christowitz,Female,184 cm,76 kg,South Africa,RSA
Tian MIAO,https://olympics.com/en/athletes/tian-miao,Female,162 cm,48 kg,Australia,AUS
Anna BOADA PEIRO,https://olympics.com/en/athletes/anna-boada-peiro,Female,165 cm,60 kg,Spain,ESP
Kerstin HARTMANN,https://olympics.com/en/athletes/kerstin-hartmann,Female,177 cm,70 kg,Germany,GER
Min ZHANG,https://olympics.com/en/athletes/min-zhang-1,Male,176 cm,76 kg,People's Republic of China,CHN
Kathrin MARCHAND,https://olympics.com/en/athletes/kathrin-marchand,Female,183 cm,69 kg,Germany,GER
Madalina BERES,https://olympics.com/en/athletes/madalina-beres,Female,186 cm,75 kg,Romania,ROU
Maria WIERZBOWSKA,https://olympics.com/en/athletes/maria-wierzbowska,Female,174 cm,68 kg,Poland,POL
Laura OPREA,https://olympics.com/en/athletes/laura-oprea,Female,186 cm,75 kg,Romania,ROU
Anna WIERZBOWSKA,https://olympics.com/en/athletes/anna-wierzbowska,Female,184 cm,80 kg,Poland,POL
Sara BERTOLASI,https://olympics.com/en/athletes/sara-bertolasi,Female,179 cm,68 kg,Italy,ITA
Noemie KOBER,https://olympics.com/en/athletes/noemie-kober,Female,180 cm,73 kg,France,FRA
Karien ROBBERS,https://olympics.com/en/athletes/karien-robbers,Female,180 cm,68 kg,Netherlands,NED
Aletta JORRITSMA,https://olympics.com/en/athletes/aletta-jorritsma,Female,186 cm,76 kg,Netherlands,NED
Marie LE NEPVOU,https://olympics.com/en/athletes/marie-le-nepvou,Female,181 cm,72 kg,France,FRA
Jennifer MARTINS,https://olympics.com/en/athletes/jennifer-martins,Female,179 cm,76 kg,Canada,CAN
Nicole HARE,https://olympics.com/en/athletes/nicole-hare,Female,177 cm,76 kg,Canada,CAN
