athlete_full_name,athlete_url,sex,height,weight,NOC,NOC_code
Patrick WOJCICKI,https://olympics.com/en/athletes/patrick-wojcicki,Male,179 cm,69 kg,Germany,GER
Moustapha ABDOULAYE HIMA,https://olympics.com/en/athletes/moustapha-abdoulaye-hima,Male,,,Niger,NIG
Myke CARVALHO,https://olympics.com/en/athletes/myke-carvalho,Male,182 cm,69 kg,Brazil,BRA
Qiong MAIMAITITUERSUN,https://olympics.com/en/athletes/qiong-maimaitituersun,Male,170 cm,64 kg,People's Republic of China,CHN
Carlos SANCHEZ ESTACIO,https://olympics.com/en/athletes/carlos-sanchez-estacio,Male,170 cm,69 kg,Ecuador,ECU
Ahmed Abdulkareem AHMED,https://olympics.com/en/athletes/ahmed-abdulkareem-ahmed,Male,,,Iraq,IRQ
Mehdi KHALSI,https://olympics.com/en/athletes/mehdi-khalsi,Male,,,Morocco,MAR
Amin GHASEMI POUR,https://olympics.com/en/athletes/amin-ghasemi-pour,Male,186 cm,115 kg,Islamic Republic of Iran,IRI
Luke CAMPBELL,https://olympics.com/en/athletes/luke-campbell,Male,202 cm,98 kg,Australia,AUS
John Joseph NEVIN,https://olympics.com/en/athletes/john-joseph-nevin,Male,170 cm,54 kg,Ireland,IRL
Satoshi SHIMIZU,https://olympics.com/en/athletes/satoshi-shimizu,Male,179 cm,60 kg,Japan,JPN
Detelin DALAKLIEV,https://olympics.com/en/athletes/detelin-dalakliev,,,,,
Oscar VALDEZ,https://olympics.com/en/athletes/oscar-valdez,Male,167 cm,56 kg,Mexico,MEX
Joseph DIAZ JR,https://olympics.com/en/athletes/joseph-diaz-jr,Male,168 cm,56 kg,United States,USA
Mohamed Amine OUADAHI,https://olympics.com/en/athletes/mohamed-amine-ouadahi,Male,168 cm,56 kg,Algeria,ALG
Sergey VODOPYANOV,https://olympics.com/en/athletes/sergey-vodopyanov,Male,168 cm,54 kg,Russian Federation,RUS
Kanat ABUTALIPOV,https://olympics.com/en/athletes/kanat-abutalipov,Male,168 cm,56 kg,Kazakhstan,KAZ
Jahyn Vittorio PARRINELLO,https://olympics.com/en/athletes/jahyn-vittorio-parrinello,Male,169 cm,56 kg,Italy,ITA
Ibrahim BALLA,https://olympics.com/en/athletes/ibrahim-balla,Male,173 cm,56 kg,Australia,AUS
William ENCARNACION ALCANTARA,https://olympics.com/en/athletes/william-encarnacion-alcantara,Male,164 cm,56 kg,Dominican Republic,DOM
Pavlo ISHCHENKO,https://olympics.com/en/athletes/pavlo-ishchenko,Male,170 cm,56 kg,Ukraine,UKR
Aboubakr Seddik LBIDA,https://olympics.com/en/athletes/aboubakr-seddik-lbida,Male,,,Morocco,MAR
Dennis CEYLAN,https://olympics.com/en/athletes/dennis-ceylan,Male,175 cm,56 kg,Denmark,DEN
Jonas MATHEUS,https://olympics.com/en/athletes/jonas-matheus,Male,170 cm,55 kg,Namibia,NAM
Orzubek SHAYIMOV,https://olympics.com/en/athletes/orzubek-shayimov,,,,,
Ayabonga SONJICA,https://olympics.com/en/athletes/ayabonga-sonjica,,,,,
Braexir LEMBOUMBA,https://olympics.com/en/athletes/braexir-lemboumba,,,,,
Jasurbek LATIPOV,https://olympics.com/en/athletes/jasurbek-latipov,Male,,,Uzbekistan,UZB
Isaac DOGBOE,https://olympics.com/en/athletes/isaac-dogboe,Male,167 cm,56 kg,Ghana,GHA
Merab TURKADZE,https://olympics.com/en/athletes/merab-turkadze,Male,172 cm,56 kg,Georgia,GEO
Nordine OUBAALI,https://olympics.com/en/athletes/nordine-oubaali,Male,163 cm,52 kg,France,FRA
Andrew SELBY,https://olympics.com/en/athletes/andrew-selby,Male,,,Great Britain,GBR
Vincenzo PICARDI,https://olympics.com/en/athletes/vincenzo-picardi,Male,164 cm,52 kg,Italy,ITA
Samir BRAHIMI,https://olympics.com/en/athletes/samir-brahimi,Male,170 cm,52 kg,Algeria,ALG
Rau'shee WARREN,https://olympics.com/en/athletes/rau-shee-warren,Male,165 cm,52 kg,United States,USA
Hesham Yehia Mahmoud ABDELAAL,https://olympics.com/en/athletes/hesham-yehia-mahmoud-abdelaal,Male,176 cm,60 kg,Egypt,EGY
Duke MICAH,https://olympics.com/en/athletes/duke-micah,Male,170 cm,52 kg,Ghana,GHA
Ilyas SULEIMENOV,https://olympics.com/en/athletes/ilyas-suleimenov,Male,,,Belarus,BLR
Jackson Darren WOODS,https://olympics.com/en/athletes/jackson-darren-woods,Male,162 cm,51 kg,Australia,AUS
Jong Chol PAK,https://olympics.com/en/athletes/jong-chol-pak,Male,177 cm,86 kg,Democratic People's Republic of Korea,PRK
Ajmal FAISAL,https://olympics.com/en/athletes/ajmal-faisal,Male,160 cm,52 kg,Afghanistan,AFG
Jason LAVIGILANTE,https://olympics.com/en/athletes/jason-lavigilante,Male,168 cm,50 kg,Mauritius,MRI
Katsuaki SUSA,https://olympics.com/en/athletes/katsuaki-susa,Male,163 cm,52 kg,Japan,JPN
Salomo NTUVE,https://olympics.com/en/athletes/salomo-ntuve,Male,181 cm,52 kg,Sweden,SWE
Nadezda TORLOPOVA,https://olympics.com/en/athletes/nadezda-torlopova,Female,175 cm,75 kg,Russian Federation,RUS
Marina VOLNOVA,https://olympics.com/en/athletes/marina-volnova,Female,170 cm,75 kg,Kazakhstan,KAZ
Jinzi LI,https://olympics.com/en/athletes/jinzi-li,,,,,
Edith OGOKE,https://olympics.com/en/athletes/edith-ogoke,Female,,,Nigeria,NGR
Mary SPENCER,https://olympics.com/en/athletes/mary-spencer,Female,180 cm,73 kg,Canada,CAN
Elizabeth ANDIEGO,https://olympics.com/en/athletes/elizabeth-andiego,Female,172 cm,75 kg,Kenya,KEN
Naomi-Lee FISCHER-RASMUSSEN,https://olympics.com/en/athletes/naomi-lee-fischer-rasmussen,Female,176 cm,73 kg,Australia,AUS
Roseli FEITOSA,https://olympics.com/en/athletes/roseli-feitosa,Female,173 cm,79 kg,Brazil,BRA
Anthony JOSHUA,https://olympics.com/en/athletes/anthony-joshua,Male,,,Great Britain,GBR
Magomed OMAROV,https://olympics.com/en/athletes/magomed-omarov,Male,195 cm,93 kg,Russian Federation,RUS
Roberto CAMMARELLE,https://olympics.com/en/athletes/roberto-cammarelle,Male,190 cm,98-105 kg,Italy,ITA
Simon KEAN,https://olympics.com/en/athletes/simon-kean,Male,196 cm,110 kg,Canada,CAN
Oteng OTENG,https://olympics.com/en/athletes/oteng-oteng,,,,,
Meji MWANBA,https://olympics.com/en/athletes/meji-mwanba,,,,,
Zhilei ZHANG,https://olympics.com/en/athletes/zhilei-zhang,Male,200 cm,111 kg,People's Republic of China,CHN
Dominic BREAZEALE,https://olympics.com/en/athletes/dominic-breazeale,Male,201 cm,116 kg,United States,USA
Tervel PULEV,https://olympics.com/en/athletes/tervel-pulev,Male,189 cm,91 kg,Bulgaria,BUL
Johan LINDE,https://olympics.com/en/athletes/johan-linde,Male,198 cm,104 kg,Australia,AUS
Oleksandr USYK,https://olympics.com/en/athletes/oleksandr-usyk,Male,191 cm,91 kg,Ukraine,UKR
Ytalo PEREA,https://olympics.com/en/athletes/ytalo-perea,Male,185 cm,91 kg,Ecuador,ECU
Artur BETERBIEV,https://olympics.com/en/athletes/artur-beterbiev,Male,174 cm,60 kg,Unified Team,EUN
Michael TRAPP,https://olympics.com/en/athletes/michael-trapp,Male,173 cm,66 kg,United States,USA
Jose LARDUET GOMEZ,https://olympics.com/en/athletes/jose-larduet-gomez,Male,,,Cuba,CUB
Xuanxuan WANG,https://olympics.com/en/athletes/xuanxuan-wang,Male,192 cm,91 kg,People's Republic of China,CHN
Jai Tapu OPETAIA,https://olympics.com/en/athletes/jai-tapu-opetaia,Male,188 cm,91 kg,Australia,AUS
Blaise YEPMOU MENDOUO,https://olympics.com/en/athletes/blaise-yepmou-mendouo,Male,183 cm,92 kg,Cameroon,CMR
Ali MAZAHERI,https://olympics.com/en/athletes/ali-mazaheri,Male,195 cm,91 kg,Islamic Republic of Iran,IRI
Tumba SILVA,https://olympics.com/en/athletes/tumba-silva,Male,185 cm,91 kg,Angola,ANG
Ryota MURATA,https://olympics.com/en/athletes/ryota-murata,Male,182 cm,75 kg,Japan,JPN
Maxwell AMPONSAH,https://olympics.com/en/athletes/maxwell-amponsah,Male,,,Ghana,GHA
Esquiva FALCAO FLORENTINO,https://olympics.com/en/athletes/esquiva-falcao-florentino,Male,171 cm,75 kg,Brazil,BRA
Abbos ATOEV,https://olympics.com/en/athletes/abbos-atoev,Male,186 cm,75 kg,Uzbekistan,UZB
Vijender KUMAR,https://olympics.com/en/athletes/vijender-kumar,Male,182 cm,75 kg,India,IND
Ievgen KHYTROV,https://olympics.com/en/athletes/ievgen-khytrov,,,,,
Stefan HARTEL,https://olympics.com/en/athletes/stefan-hartel,Male,184 cm,75 kg,Germany,GER
Anthony OGOGO,https://olympics.com/en/athletes/anthony-ogogo,Male,,,Great Britain,GBR
Darren ONEILL,https://olympics.com/en/athletes/darren-oneill,Male,183 cm,73 kg,Great Britain,GBR
Terrell GAUSHA,https://olympics.com/en/athletes/terrell-gausha,Male,178 cm,75 kg,United States,USA
Soltan MIGITINOV,https://olympics.com/en/athletes/soltan-migitinov,Male,175 cm,75 kg,Azerbaijan,AZE
Bogdan JURATONI,https://olympics.com/en/athletes/bogdan-juratoni,Male,177 cm,75 kg,Romania,ROU
Mujandjae KASUTO,https://olympics.com/en/athletes/mujandjae-kasuto,,,,,
Aleksandar DRENOVAK,https://olympics.com/en/athletes/aleksandar-drenovak,Male,182 cm,75 kg,Serbia,SRB
Abdelmalek RAHOU,https://olympics.com/en/athletes/abdelmalek-rahou,Male,180 cm,75 kg,Algeria,ALG
Muideen AKANJI,https://olympics.com/en/athletes/muideen-akanji-1,Male,,,Nigeria,NGR
Junior Chayanne LAHUANAMPA CASTILLO,https://olympics.com/en/athletes/junior-chayanne-lahuanampa-castillo,Male,178 cm,75 kg,Dominican Republic,DOM
Enrique COLLAZO PELAIZ,https://olympics.com/en/athletes/enrique-collazo-pelaiz,Male,,,Puerto Rico,PUR
Sobirdzhon NAZAROV,https://olympics.com/en/athletes/sobirdzhon-nazarov,Male,190 cm,80 kg,Estonia,EST
Jose ESPINOZA MENA,https://olympics.com/en/athletes/jose-espinoza-mena,Male,173 cm,75 kg,Venezuela,VEN
Badr-Eddine HADDIOUI,https://olympics.com/en/athletes/badr-eddine-haddioui,Male,,,Morocco,MAR
Mohamed HIKAL,https://olympics.com/en/athletes/mohamed-hikal,Male,175 cm,71 kg,Egypt,EGY
Andranik HAKOBYAN,https://olympics.com/en/athletes/andranik-hakobyan,Male,185 cm,76 kg,Armenia,ARM
Danabek SUZHANOV,https://olympics.com/en/athletes/danabek-suzhanov,,,,,
Jesse ROSS,https://olympics.com/en/athletes/jesse-ross,Male,188 cm,75 kg,Australia,AUS
Adem KILICCI,https://olympics.com/en/athletes/adem-kilicci,Male,175 cm,66 kg,Algeria,ALG
Denys BERINCHYK,https://olympics.com/en/athletes/denys-berinchyk,Male,170 cm,64 kg,Ukraine,UKR
Jeffrey HORN,https://olympics.com/en/athletes/jeffrey-horn,Male,,,Switzerland,SUI
Thomas STALKER,https://olympics.com/en/athletes/thomas-stalker,Male,181 cm,64 kg,Great Britain,GBR
Abderrazak HOUYA,https://olympics.com/en/athletes/abderrazak-houya,Male,177 cm,64 kg,Tunisia,TUN
Yakup SENER,https://olympics.com/en/athletes/yakup-sener,Male,170 cm,64 kg,Türkiye,TUR
Mehdi TOLOUTIBANDPI,https://olympics.com/en/athletes/mehdi-toloutibandpi,Male,152 cm,51 kg,Algeria,ALG
Everton DOS SANTOS LOPES,https://olympics.com/en/athletes/everton-dos-santos-lopes,Male,172 cm,64 kg,Brazil,BRA
Gyula KATE,https://olympics.com/en/athletes/gyula-kate,Male,177 cm,64 kg,Hungary,HUN
Anthony YIGIT,https://olympics.com/en/athletes/anthony-yigit,Male,171 cm,64 kg,Sweden,SWE
Cesar VILLARRAGA ALDANA,https://olympics.com/en/athletes/cesar-villarraga-aldana,Male,174 cm,60 kg,Colombia,COL
Serge AMBOMO,https://olympics.com/en/athletes/serge-ambomo,Male,,,Cameroon,CMR
Jamel HERRING,https://olympics.com/en/athletes/jamel-herring,Male,178 cm,64 kg,United States,USA
Anderson ROJAS MINA,https://olympics.com/en/athletes/anderson-rojas-mina,Male,180 cm,64 kg,Ecuador,ECU
Jonathan ALONSO FLETE,https://olympics.com/en/athletes/jonathan-alonso-flete,Male,175 cm,64 kg,Spain,ESP
Eslam Ahmed Aly MOHAMED,https://olympics.com/en/athletes/eslam-ahmed-aly-mohamed,Male,165 cm,86 kg,Egypt,EGY
Serdar HUDAYBERDIYEV,https://olympics.com/en/athletes/serdar-hudayberdiyev,Male,175 cm,57 kg,Türkiye,TUR
Abdelhak AATAKNI,https://olympics.com/en/athletes/abdelhak-aatakni,Male,,,Morocco,MAR
Gilbert CHOOMBE,https://olympics.com/en/athletes/gilbert-choombe,Male,160 cm,69 kg,Zambia,ZAM
Francisco VARGAS RAMIREZ,https://olympics.com/en/athletes/francisco-vargas-ramirez,Male,,,Puerto Rico,PUR
Zdenek CHLADEK,https://olympics.com/en/athletes/zdenek-chladek,Male,169 cm,64 kg,Czechia,CZE
Sofya OCHIGAVA,https://olympics.com/en/athletes/sofya-ochigava,Female,170 cm,60 kg,Russian Federation,RUS
Natasha JONAS,https://olympics.com/en/athletes/natasha-jonas,Female,172 cm,60 kg,Great Britain,GBR
Mahjouba OUBTIL,https://olympics.com/en/athletes/mahjouba-oubtil,,,,,
Cheng DONG,https://olympics.com/en/athletes/cheng-dong,Male,,,Republic of Korea,KOR
Alexis PRITCHARD,https://olympics.com/en/athletes/alexis-pritchard,Female,178 cm,59 kg,New Zealand,NZL
Quanitta UNDERWOOD,https://olympics.com/en/athletes/quanitta-underwood,Male,176 cm,74 kg,United States,USA
Saida KHASSENOVA,https://olympics.com/en/athletes/saida-khassenova,Female,168 cm,74 kg,Soviet Union,URS
Mihaela LACATUS,https://olympics.com/en/athletes/mihaela-lacatus,Female,167 cm,51 kg,Romania,ROU
Rim JOUINI,https://olympics.com/en/athletes/rim-jouini,Female,170 cm,60 kg,Tunisia,TUN
Yamaguchi FALCAO FLORENTINO,https://olympics.com/en/athletes/yamaguchi-falcao-florentino,Male,181 cm,77 kg,Brazil,BRA
Oleksandr GVOZDYK,https://olympics.com/en/athletes/oleksandr-gvozdyk,Male,,,Ukraine,UKR
Ihab ALMATBOULI,https://olympics.com/en/athletes/ihab-almatbouli,Male,,,Jordan,JOR
Fanlong MENG,https://olympics.com/en/athletes/fanlong-meng,Male,190 cm,81 kg,People's Republic of China,CHN
Yahia ELMEKACHARI,https://olympics.com/en/athletes/yahia-elmekachari,Male,176 cm,65 kg,Tunisia,TUN
Damien HOOPER,https://olympics.com/en/athletes/damien-hooper,Male,180 cm,80 kg,Australia,AUS
Bahram MUZAFFER,https://olympics.com/en/athletes/bahram-muzaffer,Male,188 cm,81 kg,Türkiye,TUR
Carlos GONGORA MERCADO,https://olympics.com/en/athletes/carlos-gongora-mercado,Male,181 cm,75-81 kg,Ecuador,ECU
Osmar BRAVO AMADOR,https://olympics.com/en/athletes/osmar-bravo-amador,Male,180 cm,81 kg,Nicaragua,NCA
Enrico KOLLING,https://olympics.com/en/athletes/enrico-kolling,Male,180 cm,81 kg,Germany,GER
Lukmon LAWAL,https://olympics.com/en/athletes/lukmon-lawal,Male,183 cm,72 kg,Nigeria,NGR
Sumit SANGWAN,https://olympics.com/en/athletes/sumit-sangwan,Male,,,India,IND
Ahmed BARKI,https://olympics.com/en/athletes/ahmed-barki,Male,,,Morocco,MAR
Mavzuna CHORIEVA,https://olympics.com/en/athletes/mavzuna-chorieva,,,,,
Marcus BROWNE,https://olympics.com/en/athletes/marcus-browne,Male,188 cm,81 kg,United States,USA
Vatan HUSEYNLI,https://olympics.com/en/athletes/vatan-huseynli,,,,,
Jeysson MONROY VARELA,https://olympics.com/en/athletes/jeysson-monroy-varela,Male,185 cm,81 kg,Colombia,COL
Bosko DRASKOVIC,https://olympics.com/en/athletes/bosko-draskovic,Male,186 cm,81 kg,Montenegro,MNE
Christian DONFACK ADJOUFACK,https://olympics.com/en/athletes/christian-donfack-adjoufack,Male,175 cm,80 kg,Cameroon,CMR
Shiming ZOU,https://olympics.com/en/athletes/shiming-zou,Male,165 cm,49 kg,People's Republic of China,CHN
David AYRAPETYAN,https://olympics.com/en/athletes/david-ayrapetyan,Male,158 cm,49 kg,Russian Federation,RUS
Devendro Singh LAISHRAM,https://olympics.com/en/athletes/devendro-singh-laishram,Male,,,India,IND
Ferhat PEHLIVAN,https://olympics.com/en/athletes/ferhat-pehlivan,Male,168 cm,81 kg,Türkiye,TUR
Aleksandar ALEKSANDROV,https://olympics.com/en/athletes/aleksandar-aleksandrov,Male,189 cm,93 kg,Azerbaijan,AZE
Mark BARRIGA,https://olympics.com/en/athletes/mark-barriga,Male,157 cm,48 kg,Philippines,PHI
Serdamba PUREVDORJ,https://olympics.com/en/athletes/serdamba-purevdorj,,,,,
Jantony ORTIZ MARCANO,https://olympics.com/en/athletes/jantony-ortiz-marcano,Male,,,Puerto Rico,PUR
Thomas ESSOMBA,https://olympics.com/en/athletes/thomas-essomba,Male,169 cm,48 kg,Cameroon,CMR
Ramy ELAWADY,https://olympics.com/en/athletes/ramy-elawady,Male,160 cm,64 kg,Seychelles,SEY
Abdelali DARAA,https://olympics.com/en/athletes/abdelali-daraa,,,,,
Jeremy BECCU,https://olympics.com/en/athletes/jeremy-beccu,Male,165 cm,49 kg,France,FRA
Billy WARD,https://olympics.com/en/athletes/billy-ward,Male,163 cm,49 kg,Australia,AUS
Bayron MOLINA FIGUEROA,https://olympics.com/en/athletes/bayron-molina-figueroa,Male,,,Honduras,HON
Jose Kelvin DE LA NIEVE,https://olympics.com/en/athletes/jose-kelvin-de-la-nieve,Male,163 cm,48 kg,Spain,ESP
Carlos SUAREZ,https://olympics.com/en/athletes/carlos-suarez,Male,158 cm,49 kg,Trinidad and Tobago,TTO
Juliano Fernando Gento MAQUINA,https://olympics.com/en/athletes/juliano-fernando-gento-maquina,Male,,,Mozambique,MOZ
Vasyl LOMACHENKO,https://olympics.com/en/athletes/vasyl-lomachenko,Male,170 cm,60 kg,Ukraine,UKR
Gani ZHAILAUOV,https://olympics.com/en/athletes/gani-zhailauov,Male,172 cm,60 kg,Kazakhstan,KAZ
Kaeo PONGPRAYOON,https://olympics.com/en/athletes/kaeo-pongprayoon,,,,,
Felix VERDEJO SANCHEZ,https://olympics.com/en/athletes/felix-verdejo-sanchez,Male,,,Puerto Rico,PUR
Soonchul HAN,https://olympics.com/en/athletes/soonchul-han,Male,171 cm,62 kg,Republic of Korea,KOR
JAI BHAGWAN JAI BHAGWAN,https://olympics.com/en/athletes/jai-bhagwan,,,,,
Domenico VALENTINO,https://olympics.com/en/athletes/domenico-valentino,Male,171 cm,60 kg,Italy,ITA
Wellington ARIAS ROMERO,https://olympics.com/en/athletes/wellington-arias-romero,Male,170 cm,60 kg,Dominican Republic,DOM
Ahmed MEJRI,https://olympics.com/en/athletes/ahmed-mejri,Male,172 cm,60 kg,Tunisia,TUN
Qiang LIU,https://olympics.com/en/athletes/qiang-liu,Male,178 cm,60 kg,People's Republic of China,CHN
Fatih KELES,https://olympics.com/en/athletes/fatih-keles,Male,175 cm,60 kg,Türkiye,TUR
Josh TAYLOR,https://olympics.com/en/athletes/josh-taylor,Male,176 cm,60 kg,Great Britain,GBR
Vazgen SAFARYANTS,https://olympics.com/en/athletes/vazgen-safaryants,Male,184 cm,75 kg,Armenia,ARM
Jose RAMIREZ,https://olympics.com/en/athletes/jose-ramirez,Male,178 cm,60 kg,United States,USA
Shafiq CHITOU,https://olympics.com/en/athletes/shafiq-chitou,Male,168 cm,60 kg,Benin,BEN
Juan HUERTAS GARCIA,https://olympics.com/en/athletes/juan-huertas-garcia,Male,,,Panama,PAN
Yhyacinthe MEWOLI ABDON,https://olympics.com/en/athletes/yhyacinthe-mewoli-abdon,Male,176 cm,60 kg,Cameroon,CMR
Luke JACKSON,https://olympics.com/en/athletes/luke-jackson,Male,169 cm,60 kg,Australia,AUS
Miklos VARGA,https://olympics.com/en/athletes/miklos-varga,Male,171 cm,60 kg,Hungary,HUN
Rachid AZZEDINE,https://olympics.com/en/athletes/rachid-azzedine,Male,172 cm,60 kg,France,FRA
Marlen ESPARZA,https://olympics.com/en/athletes/marlen-esparza,Female,160 cm,51 kg,United States,USA
Mohamed ELIWA,https://olympics.com/en/athletes/mohamed-eliwa,Male,166 cm,60 kg,Egypt,EGY
Karlha MAGLIOCCO,https://olympics.com/en/athletes/karlha-magliocco,,,,,
Maroua RAHALI,https://olympics.com/en/athletes/maroua-rahali,Female,168 cm,51 kg,Tunisia,TUN
Elena SAVELYEVA,https://olympics.com/en/athletes/elena-savelyeva,Female,164 cm,57 kg,Soviet Union,URS
Hye Song KIM,https://olympics.com/en/athletes/hye-song-kim,,,,,
Stoyka PETROVA,https://olympics.com/en/athletes/stoyka-petrova,Female,163 cm,51 kg,Bulgaria,BUL
Erica MATOS,https://olympics.com/en/athletes/erica-matos,Female,162 cm,51 kg,Brazil,BRA
Karolina MICHALCZUK,https://olympics.com/en/athletes/karolina-michalczuk,Female,164 cm,51 kg,Poland,POL
Siona FERNANDES,https://olympics.com/en/athletes/siona-fernandes,Female,163 cm,51 kg,New Zealand,NZL
Annica VAN GRUNSVEN,https://olympics.com/en/athletes/annica-van-grunsven,Female,172 cm,56 kg,Netherlands,NED
Laura BECHTOLSHEIMER,https://olympics.com/en/athletes/laura-bechtolsheimer,Female,169 cm,56 kg,Great Britain,GBR
Nathalie ZU-SAYN WITTGENSTEIN,https://olympics.com/en/athletes/nathalie-zu-sayn-wittgenstein-1,Female,176 cm,85 kg,Denmark,DEN
Juan Manuel MUNOZ DIAZ,https://olympics.com/en/athletes/juan-manuel-munoz-diaz,Male,172 cm,73 kg,Spain,ESP
Goncalo CARVALHO,https://olympics.com/en/athletes/goncalo-carvalho,Male,175 cm,64 kg,Portugal,POR
Anabel BALKENHOL,https://olympics.com/en/athletes/anabel-balkenhol,Female,170 cm,67 kg,Germany,GER
Minna TELDE,https://olympics.com/en/athletes/minna-telde,Female,166 cm,54 kg,Sweden,SWE
Ashley HOLZER,https://olympics.com/en/athletes/ashley-holzer,Female,152 cm,60 kg,Canada,CAN
Anne KOCH,https://olympics.com/en/athletes/anne-koch,Female,184 cm,70 kg,Denmark,DEN
Emma KANERVA,https://olympics.com/en/athletes/emma-kanerva,Female,168 cm,60 kg,Finland,FIN
Tina KONYOT,https://olympics.com/en/athletes/tina-konyot,Female,173 cm,62 kg,United States,USA
Richard DAVISON,https://olympics.com/en/athletes/richard-davison,Male,173 cm,74 kg,Great Britain,GBR
Mikaela LINDH,https://olympics.com/en/athletes/mikaela-lindh,Female,164 cm,54 kg,Finland,FIN
Jan EBELING,https://olympics.com/en/athletes/jan-ebeling,Male,180 cm,70 kg,United States,USA
Claudia FASSAERT,https://olympics.com/en/athletes/claudia-fassaert,Female,167 cm,64 kg,Belgium,BEL
Jessica MICHEL,https://olympics.com/en/athletes/jessica-michel,Female,177 cm,59 kg,France,FRA
Patrick VAN DER MEER,https://olympics.com/en/athletes/patrick-van-der-meer,Male,187 cm,79 kg,Netherlands,NED
Siril HELLJESEN,https://olympics.com/en/athletes/siril-helljesen,,,,,
Lisbeth SEIERSKILDE,https://olympics.com/en/athletes/lisbeth-seierskilde,Female,170 cm,59 kg,Denmark,DEN
Renate VOGLSANG,https://olympics.com/en/athletes/renate-voglsang,Female,178 cm,71 kg,Austria,AUT
Anna MERVELDT,https://olympics.com/en/athletes/anna-merveldt,Female,168 cm,60 kg,Ireland,IRL
Beata STREMLER,https://olympics.com/en/athletes/beata-stremler,Female,169 cm,58 kg,Poland,POL
Katarzyna MILCZAREK,https://olympics.com/en/athletes/katarzyna-milczarek,Female,168 cm,57 kg,Poland,POL
Hiroshi HOKETSU,https://olympics.com/en/athletes/hiroshi-hoketsu,Male,168 cm,62 kg,Japan,JPN
Michal RAPCEWICZ,https://olympics.com/en/athletes/michal-rapcewicz,Male,183 cm,73 kg,Poland,POL
Jacqueline BROOKS,https://olympics.com/en/athletes/jacqueline-brooks,Female,175 cm,66 kg,Canada,CAN
Yassine RAHMOUNI,https://olympics.com/en/athletes/yassine-rahmouni,Male,,,Morocco,MAR
Louisa HILL,https://olympics.com/en/athletes/louisa-hill,Female,180 cm,66 kg,New Zealand,NZL
David MARCUS,https://olympics.com/en/athletes/david-marcus,Male,185 cm,75 kg,Barbados,BAR
Aleksandar ALEKSANDROV,https://olympics.com/en/athletes/aleksandar-aleksandrov-2,Male,189 cm,93 kg,Azerbaijan,AZE
Marcel HACKER,https://olympics.com/en/athletes/marcel-hacker,Male,196 cm,101 kg,Germany,GER
Olaf TUFTE,https://olympics.com/en/athletes/olaf-tufte,Male,193 cm,94 kg,Norway,NOR
Santiago FERNANDEZ,https://olympics.com/en/athletes/santiago-fernandez,Male,192 cm,93 kg,Argentina,ARG
Lassi KARONEN,https://olympics.com/en/athletes/lassi-karonen,Male,196 cm,105 kg,Sweden,SWE
Liang ZHANG,https://olympics.com/en/athletes/liang-zhang-1,Male,188 cm,80 kg,People's Republic of China,CHN
Tim MAEYENS,https://olympics.com/en/athletes/tim-maeyens,Male,185 cm,85 kg,Belgium,BEL
Henrik Victor STEPHANSEN,https://olympics.com/en/athletes/henrik-victor-stephansen,Male,182 cm,78 kg,Denmark,DEN
Patrick LOLIGER,https://olympics.com/en/athletes/patrick-loliger,Male,187 cm,87 kg,Mexico,MEX
Mario VEKIC,https://olympics.com/en/athletes/mario-vekic,Male,190 cm,94 kg,Croatia,CRO
Sawarn SINGH,https://olympics.com/en/athletes/sawarn-singh,Male,188 cm,80 kg,India,IND
Michal SLOMA,https://olympics.com/en/athletes/michal-sloma,Male,194 cm,91 kg,Poland,POL
Mathias RAYMOND,https://olympics.com/en/athletes/mathias-raymond,Male,190 cm,85 kg,Monaco,MON
Nour El Din HASSANEIN,https://olympics.com/en/athletes/nour-el-din-hassanein,Male,186 cm,92 kg,Egypt,EGY
Anderson NOCETTI,https://olympics.com/en/athletes/anderson-nocetti,Male,189 cm,90 kg,Brazil,BRA
Mohsen SHADI NAGHADEH,https://olympics.com/en/athletes/mohsen-shadi-naghadeh,Male,191 cm,72 kg,Islamic Republic of Iran,IRI
Oscar VASQUEZ OCHOA,https://olympics.com/en/athletes/oscar-vasquez-ochoa,Male,185 cm,90 kg,Chile,CHI
Kenneth JURKOWSKI,https://olympics.com/en/athletes/kenneth-jurkowski,Male,188 cm,95 kg,United States,USA
Ming-Hui WANG,https://olympics.com/en/athletes/ming-hui-wang,Male,185 cm,85 kg,Chinese Taipei,TPE
Victor ASPILLAGA ALAYZA,https://olympics.com/en/athletes/victor-aspillaga-alayza,Male,181 cm,72 kg,Peru,PER
Roberto LOPEZ,https://olympics.com/en/athletes/roberto-lopez,Male,175 cm,68 kg,Puerto Rico,PUR
James FRASER-MACKENZIE,https://olympics.com/en/athletes/james-fraser-mackenzie,Male,186 cm,80 kg,Zimbabwe,ZIM
Aymen MEJRI,https://olympics.com/en/athletes/aymen-mejri,Male,180 cm,72 kg,Tunisia,TUN
Sau Wah SO,https://olympics.com/en/athletes/sau-wah-so,,,,,
Paul ETIA NDOUMBE,https://olympics.com/en/athletes/paul-etia-ndoumbe,Male,182 cm,78 kg,Cameroon,CMR
Donata VISTARTAITE,https://olympics.com/en/athletes/donata-vistartaite,Female,170 cm,62 kg,Lithuania,LTU
Xiuyun ZHANG,https://olympics.com/en/athletes/xiuyun-zhang-1,Female,178 cm,71 kg,People's Republic of China,CHN
